Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Total_Relationship_Count,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct
Existing Customer,40,M,2,High School,Married,$120K +,Blue,5,12248,1323,4806,91
Existing Customer,39,F,4,Uneducated,Single,$40K - $60K,Blue,4,10264,803,4003,74
Existing Customer,42,M,3,Graduate,Single,$40K - $60K,Silver,3,15069,1843,3464,67
Attrited Customer,41,F,4,High School,Divorced,$40K - $60K,Blue,3,4650,204,2014,54
Existing Customer,53,F,2,Graduate,Single,Less than $40K,Blue,3,3685,0,4012,59
Existing Customer,49,F,2,High School,Divorced,$40K - $60K,Blue,4,7231,2517,3912,67
Existing Customer,44,M,4,Unknown,Married,$60K - $80K,Blue,4,10007,1586,4309,77
Existing Customer,52,M,4,Uneducated,Married,$60K - $80K,Blue,5,2641,1584,4279,67
Existing Customer,29,F,1,High School,Single,Less than $40K,Blue,4,3095,1488,4642,92
Attrited Customer,48,F,4,High School,Married,Less than $40K,Blue,1,3607,0,2013,35
Existing Customer,36,F,2,Uneducated,Single,Unknown,Blue,3,1954,1179,3896,67
Existing Customer,45,M,3,High School,Unknown,$60K - $80K,Blue,6,21317,0,3814,67
Attrited Customer,41,M,3,Graduate,Single,$80K - $120K,Blue,3,19402,0,1937,51
Existing Customer,45,M,4,Graduate,Single,$80K - $120K,Blue,6,8063,1485,4275,77
Existing Customer,40,F,2,Graduate,Unknown,$40K - $60K,Blue,6,3097,2409,4624,86
Attrited Customer,48,F,3,Graduate,Unknown,Less than $40K,Blue,3,1438.3,0,2054,46
Existing Customer,43,F,5,Uneducated,Single,Less than $40K,Blue,3,3161,2424,4307,66
Attrited Customer,38,F,3,Uneducated,Single,$40K - $60K,Blue,3,2435,2432,1460,32
Existing Customer,59,F,0,Unknown,Single,Less than $40K,Blue,5,1845,1076,4319,76
Attrited Customer,49,F,3,College,Married,Less than $40K,Blue,3,1603,749,2644,43
Existing Customer,39,F,5,College,Single,Less than $40K,Blue,4,4710,1869,4719,91
Attrited Customer,50,F,2,Uneducated,Single,Unknown,Blue,2,2751,2253,2108,40
Existing Customer,38,F,1,High School,Married,Less than $40K,Blue,6,1438.3,0,4815,81
Existing Customer,52,M,2,High School,Married,$60K - $80K,Blue,5,24287,1676,5495,69
Existing Customer,42,F,5,Graduate,Married,Less than $40K,Blue,6,1694,1074,3857,70
Attrited Customer,50,F,1,High School,Single,Less than $40K,Blue,4,1457,0,1441,39
Existing Customer,33,M,3,Unknown,Divorced,Unknown,Blue,6,25045,0,3444,52
Existing Customer,52,F,3,Graduate,Unknown,$40K - $60K,Blue,5,10859,1710,3987,64
Existing Customer,45,M,3,High School,Married,$40K - $60K,Silver,3,16928,1519,3355,66
Existing Customer,37,M,2,High School,Single,$40K - $60K,Blue,6,4297,0,4310,76
Existing Customer,42,M,3,Uneducated,Single,$60K - $80K,Blue,4,8302,1294,3221,66
Existing Customer,43,F,2,Uneducated,Unknown,Less than $40K,Blue,5,2734,2517,4457,86
Existing Customer,40,M,3,Graduate,Divorced,$80K - $120K,Blue,4,27374,1509,4231,60
Existing Customer,43,F,2,Uneducated,Married,Unknown,Blue,6,2960,1853,3921,63
Existing Customer,54,M,3,Doctorate,Single,$60K - $80K,Blue,4,9110,0,2999,75
Existing Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,4,1539,0,4793,71
Existing Customer,39,F,2,Graduate,Married,$40K - $60K,Blue,4,1947,1160,4496,71
Existing Customer,45,F,3,Unknown,Unknown,$40K - $60K,Blue,6,2667,1551,4883,85
Existing Customer,54,F,3,College,Single,Less than $40K,Blue,5,3062,2039,4037,71
Existing Customer,47,F,3,Post-Graduate,Single,$40K - $60K,Blue,6,3114,1059,4342,62
Existing Customer,54,M,1,Uneducated,Single,$60K - $80K,Blue,5,14948,2158,3094,56
Attrited Customer,49,F,0,Doctorate,Unknown,Less than $40K,Blue,5,1749,0,2510,38
Existing Customer,44,M,3,Unknown,Married,$40K - $60K,Blue,4,2534,1706,3965,57
Existing Customer,46,F,3,College,Single,Less than $40K,Blue,5,2503,2373,4647,65
Existing Customer,38,F,3,High School,Married,Less than $40K,Blue,4,1854,0,5245,89
Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,3,4092,622,5001,88
Existing Customer,62,M,1,Graduate,Single,$60K - $80K,Blue,4,13284,607,4942,76
Existing Customer,59,F,0,Graduate,Single,Less than $40K,Blue,6,4830,1469,3365,63
Attrited Customer,45,F,2,Graduate,Married,Less than $40K,Blue,3,5911,916,1656,31
Existing Customer,53,F,1,College,Single,Unknown,Blue,3,11012,1328,3793,86
Existing Customer,43,M,4,Graduate,Single,$60K - $80K,Blue,5,19188,0,4366,69
Existing Customer,44,F,3,Uneducated,Single,Unknown,Blue,4,18056,940,4473,72
Existing Customer,50,F,2,Uneducated,Single,Less than $40K,Blue,6,1438.3,754,4457,69
Existing Customer,31,F,0,High School,Married,Less than $40K,Blue,5,3201,984,5155,77
Existing Customer,50,F,4,High School,Married,$40K - $60K,Blue,6,1479,1004,5116,75
Existing Customer,38,F,4,Graduate,Married,Less than $40K,Blue,5,3144,2216,4717,75
Existing Customer,58,M,1,College,Single,$80K - $120K,Blue,5,1854,1480,3292,73
Attrited Customer,49,M,5,Uneducated,Unknown,$60K - $80K,Blue,3,1960,0,2253,39
Existing Customer,37,M,3,Uneducated,Unknown,$80K - $120K,Blue,4,9782,1793,3672,75
Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,3,3144,0,3774,80
Attrited Customer,47,M,2,Graduate,Married,$40K - $60K,Blue,6,4738,0,1900,36
Attrited Customer,46,F,3,High School,Single,Unknown,Silver,4,34516,154,1987,46
Existing Customer,35,F,1,Unknown,Married,Less than $40K,Blue,4,1438.3,856,4432,92
Attrited Customer,43,M,2,College,Divorced,$120K +,Blue,4,34516,0,1370,38
Existing Customer,32,F,0,Uneducated,Married,Less than $40K,Blue,5,2156,1114,4106,66
Existing Customer,63,F,0,College,Single,Less than $40K,Blue,3,1938,0,3974,56
Existing Customer,61,F,1,Graduate,Single,Less than $40K,Blue,3,1438.3,0,3560,67
Attrited Customer,54,F,2,Graduate,Married,Unknown,Blue,2,3781,1692,2310,43
Existing Customer,48,M,3,High School,Married,$60K - $80K,Gold,6,34516,1948,4539,75
Existing Customer,49,M,1,High School,Single,$120K +,Blue,6,1438.3,1058,4109,72
Attrited Customer,49,M,3,Graduate,Single,$80K - $120K,Blue,3,3261,0,3081,50
Existing Customer,35,F,3,Graduate,Single,Less than $40K,Blue,6,2211,1370,4359,79
Existing Customer,39,F,2,Unknown,Single,Unknown,Blue,6,1493,792,4131,80
Existing Customer,48,F,3,Post-Graduate,Married,Unknown,Blue,3,20631,2048,4827,77
Existing Customer,53,F,3,Doctorate,Married,Less than $40K,Blue,6,2255,1647,4270,76
Existing Customer,51,M,3,Uneducated,Married,$80K - $120K,Blue,5,1507,961,4126,90
Existing Customer,65,F,0,Uneducated,Unknown,Less than $40K,Silver,5,11097,0,4836,83
Existing Customer,49,F,4,Graduate,Married,Unknown,Blue,5,8162,1704,4334,80
Existing Customer,44,M,4,Unknown,Single,$60K - $80K,Blue,3,18721,1568,4537,81
Attrited Customer,62,F,0,High School,Unknown,Less than $40K,Blue,4,5210,0,2162,36
Existing Customer,43,F,2,Uneducated,Single,Less than $40K,Blue,5,1736,1513,3462,67
Existing Customer,51,M,3,College,Married,$80K - $120K,Blue,5,1864,1427,3833,73
Existing Customer,43,F,2,High School,Single,Less than $40K,Blue,4,6611,1041,4037,74
Existing Customer,34,F,0,Graduate,Married,Unknown,Blue,4,7942,2087,4068,66
Attrited Customer,49,M,3,Post-Graduate,Married,$80K - $120K,Blue,3,13382,1159,1828,45
Attrited Customer,63,M,0,Graduate,Single,Unknown,Blue,5,18550,0,2616,42
Existing Customer,39,F,3,Graduate,Single,Less than $40K,Blue,4,2650,1646,4512,80
Attrited Customer,37,M,3,Uneducated,Single,$40K - $60K,Blue,3,1696,0,2095,43
Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,3,2628,1771,4316,72
Existing Customer,46,F,3,Unknown,Married,$40K - $60K,Blue,6,1457,563,3967,69
Existing Customer,46,M,5,Uneducated,Unknown,$80K - $120K,Blue,6,34516,1259,4300,94
Existing Customer,40,F,4,Uneducated,Single,Unknown,Blue,3,3056,2038,4734,73
Existing Customer,52,M,2,High School,Single,$80K - $120K,Blue,6,2650,1049,4218,64
Existing Customer,58,F,1,College,Married,Less than $40K,Blue,4,3331,2251,5379,92
Existing Customer,49,F,1,Uneducated,Unknown,Less than $40K,Blue,6,3343,1820,4507,63
Attrited Customer,51,M,2,High School,Married,$60K - $80K,Blue,5,4123,1760,2447,40
Existing Customer,55,F,1,Unknown,Married,Less than $40K,Blue,3,2677,1555,4757,81
Attrited Customer,57,F,0,Graduate,Single,Less than $40K,Blue,4,3023,2517,2477,42
Existing Customer,56,F,2,High School,Married,Less than $40K,Blue,4,2238,1324,4108,72
Attrited Customer,59,F,2,High School,Married,Unknown,Blue,3,3875,1397,2312,49
Existing Customer,42,M,2,Post-Graduate,Single,$60K - $80K,Blue,6,20803,1747,4012,60
Attrited Customer,48,M,2,Doctorate,Single,$40K - $60K,Blue,6,2760,0,1759,34
Existing Customer,45,M,3,Doctorate,Single,$80K - $120K,Blue,6,9086,1254,3906,81
Existing Customer,47,M,3,Graduate,Unknown,$60K - $80K,Blue,4,21142,0,4360,66
Existing Customer,62,M,0,Unknown,Single,Less than $40K,Blue,3,3653,1769,4423,67
Existing Customer,44,F,3,Uneducated,Unknown,Less than $40K,Blue,6,1713,0,3999,66
Existing Customer,55,M,2,Graduate,Single,$80K - $120K,Blue,3,34516,1718,5220,74
Existing Customer,43,M,4,Graduate,Single,$80K - $120K,Blue,4,6548,1244,4354,79
Existing Customer,35,F,2,Doctorate,Married,$40K - $60K,Blue,6,1953,1554,4598,71
Existing Customer,49,M,3,High School,Unknown,$40K - $60K,Blue,4,3051,1783,4887,69
Attrited Customer,44,M,3,Graduate,Married,$80K - $120K,Blue,5,25256,966,2048,40
Attrited Customer,48,F,3,Graduate,Single,Unknown,Blue,3,1630,1243,1884,43
Existing Customer,42,M,4,High School,Married,$120K +,Gold,6,34516,1045,3574,75
Existing Customer,43,M,4,Unknown,Married,$40K - $60K,Blue,3,10800,1491,3966,77
Attrited Customer,39,F,1,Graduate,Single,Less than $40K,Blue,3,1876,1536,2579,47
Attrited Customer,42,M,5,Unknown,Married,$60K - $80K,Blue,2,4963,0,2335,40
Existing Customer,44,M,1,Graduate,Single,$60K - $80K,Blue,3,16739,1229,4014,69
Existing Customer,56,F,0,Graduate,Single,Less than $40K,Blue,3,2463,1621,4118,70
Existing Customer,46,M,3,College,Single,$80K - $120K,Silver,3,34516,1278,4699,73
Existing Customer,50,M,2,College,Married,$60K - $80K,Blue,4,4743,1687,3739,55
Existing Customer,43,M,3,College,Unknown,$60K - $80K,Blue,4,9382,1455,3412,71
Existing Customer,45,F,3,Uneducated,Single,Less than $40K,Blue,3,2059,1118,4110,71
Existing Customer,58,M,2,Unknown,Divorced,$60K - $80K,Blue,6,20410,1196,3525,78
Existing Customer,39,F,2,Graduate,Divorced,Less than $40K,Blue,5,6798,918,3961,69
Existing Customer,44,F,2,Unknown,Single,Less than $40K,Blue,3,6472,2128,3592,66
Existing Customer,45,M,3,High School,Single,Less than $40K,Blue,4,2766,1985,4480,70
Existing Customer,55,F,2,Graduate,Married,Less than $40K,Blue,5,1438.3,0,4271,79
Existing Customer,49,F,2,College,Married,Less than $40K,Blue,3,3283,1856,4498,64
Existing Customer,46,F,3,Graduate,Married,Less than $40K,Blue,5,2470,1961,4519,78
Existing Customer,43,M,4,Unknown,Married,$120K +,Blue,3,20695,1250,3924,82
Existing Customer,42,F,5,Graduate,Married,Less than $40K,Blue,5,4228,1709,4389,79
Existing Customer,45,M,3,Graduate,Unknown,$80K - $120K,Blue,5,31743,1332,4293,73
Existing Customer,48,F,4,Unknown,Unknown,Less than $40K,Blue,6,3212,2517,4284,69
Existing Customer,47,F,3,Unknown,Single,Unknown,Blue,3,5884,1382,4477,82
Existing Customer,44,F,3,Unknown,Single,Less than $40K,Blue,6,1724,0,4768,80
Attrited Customer,59,F,1,Graduate,Married,Less than $40K,Blue,2,2468,0,2017,37
Attrited Customer,49,F,3,Graduate,Divorced,Less than $40K,Blue,3,1438.3,0,1849,43
Existing Customer,47,F,5,Graduate,Married,Less than $40K,Blue,5,3111,1541,4570,68
Existing Customer,58,F,1,High School,Married,Less than $40K,Blue,4,2799,1532,4214,83
Existing Customer,48,F,3,College,Married,Less than $40K,Blue,5,1912,1163,4786,81
Existing Customer,46,M,3,College,Married,$80K - $120K,Blue,4,18927,887,3101,54
Attrited Customer,51,F,3,Graduate,Married,Less than $40K,Blue,1,2016,395,2473,44
Existing Customer,51,M,2,Post-Graduate,Unknown,$80K - $120K,Blue,4,4830,1970,4850,80
Attrited Customer,56,M,2,Graduate,Single,$80K - $120K,Blue,1,1438.3,0,2123,37
Existing Customer,50,F,3,High School,Single,Less than $40K,Blue,4,1986,1614,4442,64
Existing Customer,47,M,2,Unknown,Single,$80K - $120K,Blue,6,2877,1136,4006,68
Existing Customer,53,F,1,College,Single,Less than $40K,Blue,3,2312,1997,5085,78
Existing Customer,46,F,3,Graduate,Married,$40K - $60K,Blue,3,2644,2126,3601,66
Existing Customer,39,F,1,Uneducated,Single,Less than $40K,Blue,5,2062,1302,3785,63
Existing Customer,50,F,1,Graduate,Married,Less than $40K,Blue,5,3510,1881,3808,81
Existing Customer,55,M,2,Graduate,Single,$80K - $120K,Blue,3,15026,916,3281,63
Attrited Customer,50,M,3,College,Unknown,$80K - $120K,Blue,1,27186,0,1704,34
Existing Customer,45,M,5,High School,Married,$60K - $80K,Blue,6,2174,877,4596,71
Existing Customer,42,M,3,College,Single,$80K - $120K,Blue,6,29535,895,3934,74
Existing Customer,50,F,2,High School,Single,Less than $40K,Blue,4,2974,2090,4297,88
Attrited Customer,50,F,2,Graduate,Unknown,Less than $40K,Blue,5,1438.3,0,2329,43
Existing Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,3,8148,701,4124,87
Existing Customer,48,F,4,Post-Graduate,Married,Less than $40K,Blue,6,2646,1983,4727,83
Attrited Customer,37,F,3,Unknown,Single,Unknown,Blue,2,2054,0,2567,43
Attrited Customer,43,M,2,High School,Married,$120K +,Blue,6,34516,1477,1868,40
Existing Customer,37,F,1,High School,Single,Less than $40K,Blue,6,1879,1486,5202,88
Existing Customer,45,M,4,High School,Single,$80K - $120K,Blue,3,15913,1696,4472,86
Existing Customer,44,F,2,High School,Single,Less than $40K,Blue,5,8685,0,2473,56
Existing Customer,60,F,2,Uneducated,Unknown,$40K - $60K,Blue,4,2676,1740,3863,69
Existing Customer,58,F,1,Post-Graduate,Single,Less than $40K,Blue,6,1438.3,0,4722,89
Existing Customer,42,M,2,Graduate,Single,$40K - $60K,Blue,3,1711,0,4496,77
Existing Customer,61,M,0,High School,Single,$40K - $60K,Blue,3,2572,1969,4313,84
Attrited Customer,56,M,4,High School,Married,$60K - $80K,Blue,6,4535,0,2342,40
Existing Customer,44,M,2,Graduate,Married,$60K - $80K,Blue,5,5950,1117,4682,89
Attrited Customer,39,M,1,Unknown,Single,$40K - $60K,Blue,3,2088,975,2866,59
Existing Customer,43,F,3,Unknown,Married,Less than $40K,Silver,4,10466,2080,4116,64
Existing Customer,39,M,2,Graduate,Married,$60K - $80K,Blue,5,4761,1561,2045,53
Existing Customer,50,F,4,Unknown,Married,Less than $40K,Blue,4,1488,755,4451,65
Existing Customer,44,M,2,College,Married,$60K - $80K,Blue,3,19114,1754,4413,69
Existing Customer,30,F,1,Uneducated,Single,Unknown,Blue,3,7536,1272,4189,86
Existing Customer,47,F,1,Graduate,Single,Unknown,Blue,6,2441,1672,4439,74
Existing Customer,47,M,3,Graduate,Married,$80K - $120K,Blue,6,13189,1205,3821,83
Attrited Customer,49,F,3,Post-Graduate,Married,Less than $40K,Blue,3,1914,0,2687,41
Existing Customer,42,F,2,Graduate,Divorced,$40K - $60K,Blue,6,2468,1850,4483,77
Existing Customer,57,F,1,Unknown,Single,Less than $40K,Blue,4,2564,1258,2673,43
Attrited Customer,43,F,4,Unknown,Married,Less than $40K,Blue,6,1679,951,2492,43
Existing Customer,44,F,3,High School,Single,$40K - $60K,Blue,4,3410,1110,5102,63
Existing Customer,45,F,3,Uneducated,Married,Less than $40K,Blue,6,2728,0,4554,75
Existing Customer,51,M,3,High School,Single,$60K - $80K,Blue,5,7119,1513,4969,84
Existing Customer,57,F,0,High School,Divorced,Less than $40K,Blue,5,3532,869,4297,64
Existing Customer,60,F,1,Uneducated,Single,Unknown,Blue,6,7459,1717,4328,68
Existing Customer,64,F,0,Graduate,Single,Less than $40K,Blue,4,2294,1582,3951,79
Existing Customer,37,M,3,Graduate,Married,$80K - $120K,Blue,5,1663,0,3950,82
Existing Customer,49,F,3,Unknown,Single,$40K - $60K,Blue,4,5129,1654,3192,61
Attrited Customer,53,F,4,Graduate,Married,Less than $40K,Blue,3,1722,0,2141,35
Existing Customer,46,F,4,Graduate,Married,Unknown,Blue,5,2586,1270,4481,77
Existing Customer,50,F,2,High School,Single,Less than $40K,Blue,5,8708,996,3927,60
Existing Customer,56,F,3,Unknown,Single,Less than $40K,Blue,5,8869,0,3270,63
Existing Customer,45,F,3,Graduate,Married,Less than $40K,Blue,6,2641,1336,4224,77
Existing Customer,43,M,4,High School,Divorced,$80K - $120K,Blue,3,34516,1048,4192,73
Existing Customer,52,M,2,Unknown,Married,$80K - $120K,Silver,6,34516,1473,4254,73
Existing Customer,47,F,3,Unknown,Single,Less than $40K,Blue,3,1965,1175,4579,87
Existing Customer,50,F,0,High School,Married,Less than $40K,Blue,4,1513,0,4759,98
Attrited Customer,42,M,4,College,Single,$40K - $60K,Blue,5,10543,0,1841,39
Existing Customer,49,M,1,Graduate,Single,$80K - $120K,Blue,6,17764,1459,2750,57
Existing Customer,50,F,2,Graduate,Single,$40K - $60K,Blue,4,1438.3,0,4512,77
Existing Customer,49,F,2,College,Single,$40K - $60K,Blue,3,6371,1946,3592,79
Existing Customer,43,M,4,Graduate,Divorced,$80K - $120K,Blue,5,19188,1622,4282,52
Existing Customer,60,M,0,College,Unknown,Less than $40K,Blue,6,3076,2257,4522,75
Existing Customer,49,M,4,Graduate,Single,$40K - $60K,Blue,3,2822,1501,4344,68
Attrited Customer,42,F,4,College,Married,$40K - $60K,Blue,3,4139,0,2232,41
Existing Customer,42,M,3,College,Single,$80K - $120K,Silver,3,34516,904,3910,68
Existing Customer,43,M,3,Graduate,Single,$120K +,Blue,5,4121,2084,3462,49
Existing Customer,42,F,2,Doctorate,Unknown,Less than $40K,Silver,6,10074,1079,3338,65
Existing Customer,43,M,5,Uneducated,Married,$60K - $80K,Blue,6,2621,598,4852,85
Existing Customer,47,M,1,High School,Married,$60K - $80K,Blue,3,3394,0,3115,69
Existing Customer,56,M,1,Uneducated,Single,$80K - $120K,Blue,3,17628,1414,3991,76
Existing Customer,56,M,2,Doctorate,Single,$80K - $120K,Blue,4,4480,2465,3331,74
Existing Customer,43,F,3,High School,Unknown,Less than $40K,Blue,5,3370,2284,4084,70
Attrited Customer,38,M,2,Unknown,Single,$60K - $80K,Blue,2,12871,0,2413,53
Existing Customer,47,F,1,Graduate,Married,Unknown,Blue,3,3112,2023,4613,86
Attrited Customer,57,F,3,Unknown,Single,Less than $40K,Blue,1,1551,790,2379,46
Existing Customer,44,M,3,Graduate,Single,$60K - $80K,Blue,5,1682,930,3309,67
Existing Customer,42,F,1,High School,Married,Less than $40K,Blue,5,2758,2017,4119,73
Existing Customer,49,F,1,High School,Married,Less than $40K,Blue,5,1909,866,4697,83
Existing Customer,48,M,2,High School,Married,$80K - $120K,Blue,5,11332,1647,4674,72
Existing Customer,44,M,5,Doctorate,Single,$120K +,Blue,5,7567,2496,4076,60
Attrited Customer,42,M,4,Unknown,Married,$60K - $80K,Blue,3,6743,1737,1934,30
Attrited Customer,48,M,4,Unknown,Single,$80K - $120K,Blue,3,32838,1717,2538,42
Attrited Customer,42,F,3,Doctorate,Single,Less than $40K,Blue,2,1438.3,0,1693,37
Existing Customer,43,M,4,Unknown,Married,$80K - $120K,Blue,5,2510,1508,3623,63
Existing Customer,50,F,3,Uneducated,Unknown,Less than $40K,Blue,6,3199,2517,4483,87
Existing Customer,35,F,1,High School,Married,Less than $40K,Blue,4,1918,900,4237,76
Attrited Customer,47,M,2,High School,Married,$60K - $80K,Blue,2,18660,728,1682,43
Attrited Customer,41,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,3,7591,0,2302,42
Existing Customer,43,M,2,College,Single,$120K +,Blue,6,14315,1348,3694,67
Existing Customer,64,F,1,High School,Divorced,Unknown,Blue,3,18038,1184,4168,64
Existing Customer,42,F,4,Graduate,Single,Less than $40K,Blue,3,1853,0,4544,72
Existing Customer,49,M,5,Doctorate,Single,$40K - $60K,Blue,3,4951,2002,4192,62
Existing Customer,46,M,3,Uneducated,Single,$120K +,Blue,4,34516,2213,4492,71
Attrited Customer,51,F,0,Graduate,Married,Less than $40K,Blue,4,1757,331,2377,47
Existing Customer,47,M,5,Graduate,Married,$60K - $80K,Blue,5,24033,612,3578,75
Existing Customer,38,F,2,Unknown,Single,$40K - $60K,Blue,5,3276,2331,4345,68
Existing Customer,52,M,1,Unknown,Married,$120K +,Blue,4,3614,0,4561,82
Existing Customer,47,M,4,High School,Divorced,$60K - $80K,Blue,6,1943,1654,3392,70
Attrited Customer,40,F,2,Post-Graduate,Married,$40K - $60K,Blue,2,3795,2517,1633,32
Existing Customer,43,F,3,Graduate,Single,Less than $40K,Blue,3,4075,2189,3956,71
Attrited Customer,48,F,1,Graduate,Single,Less than $40K,Blue,6,3001,482,2403,42
Existing Customer,47,M,4,Unknown,Unknown,Less than $40K,Blue,6,5726,834,2311,58
Existing Customer,54,F,3,Graduate,Single,Less than $40K,Blue,3,2077,1634,4292,66
Existing Customer,41,F,2,Graduate,Married,Less than $40K,Blue,6,2157,721,4250,85
Existing Customer,40,F,3,College,Unknown,$40K - $60K,Blue,6,2037,1349,4574,84
Existing Customer,33,M,2,Doctorate,Single,$120K +,Blue,5,14914,1102,4478,87
Existing Customer,47,F,2,High School,Single,Less than $40K,Blue,5,1580,620,4384,70
Existing Customer,46,M,3,College,Married,$60K - $80K,Blue,5,15483,1719,4678,80
Attrited Customer,44,F,2,Doctorate,Divorced,Less than $40K,Blue,1,1916,0,2888,39
Attrited Customer,51,M,3,Graduate,Single,$80K - $120K,Blue,6,3610,1554,2216,34
Existing Customer,48,F,3,Graduate,Married,Less than $40K,Blue,3,1667,0,4385,80
Existing Customer,51,F,1,High School,Single,Less than $40K,Blue,4,1438.3,0,4242,70
Attrited Customer,48,F,1,Graduate,Married,Less than $40K,Blue,3,1942,860,2522,42
Existing Customer,48,F,4,Uneducated,Single,Unknown,Blue,4,2231,0,3946,48
Existing Customer,50,F,4,College,Married,Unknown,Blue,4,6465,1863,4490,68
Existing Customer,35,M,2,High School,Unknown,$40K - $60K,Blue,4,8599,938,3015,64
Existing Customer,35,F,4,Graduate,Single,Less than $40K,Blue,6,1438.3,0,3427,64
Existing Customer,51,F,1,Graduate,Single,Less than $40K,Blue,4,4402,697,3325,76
Existing Customer,50,M,0,Unknown,Divorced,$60K - $80K,Blue,3,5444,2499,4509,80
Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,6,1438.3,0,4697,82
Attrited Customer,54,F,1,Unknown,Married,Less than $40K,Blue,1,1438.3,0,1632,36
Existing Customer,45,F,5,Unknown,Single,Less than $40K,Blue,4,2679,1558,4756,73
Existing Customer,31,F,0,Post-Graduate,Single,Less than $40K,Blue,6,2766,1731,3959,71
Existing Customer,42,M,3,Graduate,Single,$60K - $80K,Silver,5,25293,1140,4059,80
Existing Customer,45,F,2,Post-Graduate,Single,Unknown,Blue,3,2707,1796,4077,70
Attrited Customer,45,F,4,Graduate,Unknown,Less than $40K,Blue,1,1748,1103,2335,41
Existing Customer,45,F,3,High School,Single,$40K - $60K,Blue,3,4034,1867,3718,72
Existing Customer,53,M,0,Uneducated,Divorced,$120K +,Blue,5,26129,1752,4919,75
Attrited Customer,51,M,2,High School,Married,$80K - $120K,Blue,5,14902,0,2038,39
Existing Customer,38,F,2,Uneducated,Single,$40K - $60K,Blue,5,12228,2137,3831,68
Existing Customer,55,F,2,Graduate,Single,Less than $40K,Blue,4,1724,0,4434,67
Attrited Customer,47,F,3,Graduate,Single,Less than $40K,Blue,3,1438.3,0,2476,32
Existing Customer,38,M,1,Graduate,Single,$80K - $120K,Blue,5,16665,1147,4657,78
Attrited Customer,52,M,3,Uneducated,Single,$120K +,Blue,5,20974,0,1246,27
Existing Customer,43,F,5,Unknown,Single,Less than $40K,Blue,6,3139,1089,4648,80
Existing Customer,54,M,2,Unknown,Single,$120K +,Blue,5,19865,0,4350,83
Existing Customer,42,F,5,High School,Divorced,Less than $40K,Blue,5,2069,1288,5668,82
Attrited Customer,35,F,1,College,Single,Less than $40K,Blue,2,2231,1791,2576,42
Existing Customer,62,F,0,High School,Single,Unknown,Silver,3,33371,0,3638,67
Existing Customer,48,F,3,College,Married,Less than $40K,Blue,4,2544,0,3593,64
Existing Customer,41,M,4,High School,Single,$120K +,Blue,5,34516,0,4004,86
Existing Customer,49,F,2,Graduate,Unknown,$40K - $60K,Blue,6,5370,653,4504,81
Existing Customer,54,M,0,Graduate,Single,$80K - $120K,Blue,3,22437,1389,3283,50
Attrited Customer,53,F,3,College,Married,Less than $40K,Blue,3,3573,0,2562,36
Existing Customer,51,M,2,Graduate,Divorced,$60K - $80K,Blue,4,1959,0,3737,71
Existing Customer,59,F,0,Graduate,Married,Less than $40K,Blue,3,1661,0,4338,77
Existing Customer,39,F,3,Uneducated,Single,Unknown,Blue,6,5363,0,4121,78
Existing Customer,65,F,2,College,Single,$40K - $60K,Blue,4,3009,721,4070,71
Existing Customer,47,M,4,High School,Single,$40K - $60K,Silver,3,18535,1192,3780,70
Existing Customer,42,M,3,High School,Single,Less than $40K,Blue,4,2171,1415,4992,77
Attrited Customer,45,M,5,Unknown,Married,$80K - $120K,Silver,2,34516,1964,2234,49
Existing Customer,57,F,0,Unknown,Married,Less than $40K,Blue,5,2376,1515,3795,71
Existing Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,4,2882,0,4446,68
Existing Customer,50,F,1,Graduate,Single,Less than $40K,Blue,4,3277,2481,3965,59
Existing Customer,47,M,2,Unknown,Married,$80K - $120K,Blue,6,2514,1845,3696,71
Existing Customer,57,F,5,Graduate,Married,$40K - $60K,Blue,4,3301,2517,3939,69
Existing Customer,48,M,3,Post-Graduate,Single,$60K - $80K,Blue,4,12391,784,4376,86
Existing Customer,47,F,2,Doctorate,Single,Less than $40K,Blue,4,2168,1485,3828,86
Existing Customer,42,F,3,Unknown,Married,Unknown,Blue,3,7762,1319,5153,77
Existing Customer,45,F,3,Doctorate,Divorced,Unknown,Blue,6,12587,815,3914,83
Existing Customer,52,M,2,Unknown,Married,$60K - $80K,Blue,6,14785,1088,4354,70
Existing Customer,37,M,2,High School,Single,$60K - $80K,Blue,5,3433,964,4444,87
Attrited Customer,60,F,1,Unknown,Single,$40K - $60K,Blue,3,2425,0,1522,36
Attrited Customer,63,M,0,Graduate,Single,$60K - $80K,Blue,3,11619,0,2395,49
Existing Customer,62,F,0,High School,Single,Less than $40K,Blue,3,3989,0,4274,68
Attrited Customer,47,F,1,Unknown,Single,Less than $40K,Blue,4,2173,596,2738,45
Existing Customer,50,F,0,Graduate,Married,Less than $40K,Blue,4,2393,1499,4755,82
